cache_size, block_size, associativity, inst_hit, data_hit
8192,128,2,1.0000,0.9868
8192,128,4,1.0000,0.9986
8192,128,8,1.0000,0.9987
8192,128,16,1.0000,0.9987
8192,128,32,1.0000,0.9987
8192,128,64,1.0000,0.9987
